ORDER_NUMBER,RETAILER_NAME,RETAILER_SITE_CODE,RETAILER_CONTACT_CODE,SALES_STAFF_CODE,SALES_BRANCH_CODE,ORDER_DATE,ORDER_METHOD_CODE
5170,"MER-KA-DOS, S.A. de C.V.",231,215,81,24,2022-12-21,5
5171,"MER-KA-DOS, S.A. de C.V.",232,216,81,24,2022-10-12,7
5172,"MER-KA-DOS, S.A. de C.V.",232,216,81,24,2022-11-19,4
5173,"MER-KA-DOS, S.A. de C.V.",233,217,80,24,2022-10-21,7
5174,"MER-KA-DOS, S.A. de C.V.",233,217,80,24,2022-12-08,2
5175,"ArtÝculos de Campismo El Aquila, S.A. de C.V.",224,208,80,24,2023-10-12,5
5176,"ArtÝculos de Campismo El Aquila, S.A. de C.V.",224,208,80,24,2023-12-21,1
5177,"ArtÝculos de Campismo El Aquila, S.A. de C.V.",225,209,81,24,2023-10-19,7
5178,"ArtÝculos de Campismo El Aquila, S.A. de C.V.",225,209,81,24,2023-11-22,7
5179,"ArtÝculos de Campismo El Aquila, S.A. de C.V.",226,210,81,24,2023-10-09,7
5180,"ArtÝculos de Campismo El Aquila, S.A. de C.V.",226,210,81,24,2023-11-07,2
5181,"ArtÝculos de Campismo El Aquila, S.A. de C.V.",227,211,81,24,2023-10-11,8
5182,"ArtÝculos de Campismo El Aquila, S.A. de C.V.",227,211,81,24,2023-11-21,8
5183,"ArtÝculos de Campismo El Aquila, S.A. de C.V.",228,212,80,24,2023-10-17,2
5184,"ArtÝculos de Campismo El Aquila, S.A. de C.V.",228,212,80,24,2023-12-02,2
5185,"MER-KA-DOS, S.A. de C.V.",230,214,81,24,2023-10-19,7
5186,"MER-KA-DOS, S.A. de C.V.",230,214,81,24,2023-12-20,7
5187,"MER-KA-DOS, S.A. de C.V.",231,215,80,24,2023-10-14,4
5188,"MER-KA-DOS, S.A. de C.V.",231,215,80,24,2023-11-25,2
5189,"MER-KA-DOS, S.A. de C.V.",232,216,80,24,2023-10-20,2
5190,"MER-KA-DOS, S.A. de C.V.",232,216,80,24,2023-11-23,7
5191,"MER-KA-DOS, S.A. de C.V.",233,217,80,24,2023-10-14,5
5192,"MER-KA-DOS, S.A. de C.V.",233,217,80,24,2023-11-06,5
5211,"ArtÝculos de Campismo El Aquila, S.A. de C.V.",224,208,81,24,2022-01-20,5
5212,"ArtÝculos de Campismo El Aquila, S.A. de C.V.",225,209,81,24,2022-01-26,2
5213,"ArtÝculos de Campismo El Aquila, S.A. de C.V.",226,210,80,24,2022-02-16,2
5214,"ArtÝculos de Campismo El Aquila, S.A. de C.V.",227,211,80,24,2022-01-14,5
5215,"ArtÝculos de Campismo El Aquila, S.A. de C.V.",228,212,81,24,2022-02-16,5
5216,"ArtÝculos de Campismo El Aquila, S.A. de C.V.",224,208,80,24,2023-01-10,4
5217,"ArtÝculos de Campismo El Aquila, S.A. de C.V.",225,209,81,24,2023-02-01,7
5218,"ArtÝculos de Campismo El Aquila, S.A. de C.V.",226,210,80,24,2023-02-26,4
5219,"ArtÝculos de Campismo El Aquila, S.A. de C.V.",227,211,81,24,2023-02-01,7
5220,"ArtÝculos de Campismo El Aquila, S.A. de C.V.",228,212,80,24,2023-02-21,3
5221,"ArtÝculos de Campismo El Aquila, S.A. de C.V.",224,208,80,24,2024-01-15,3
5222,"ArtÝculos de Campismo El Aquila, S.A. de C.V.",225,209,81,24,2024-02-20,3
5223,"ArtÝculos de Campismo El Aquila, S.A. de C.V.",226,210,81,24,2024-01-24,5
5224,"ArtÝculos de Campismo El Aquila, S.A. de C.V.",227,211,80,24,2024-01-05,5
5225,"ArtÝculos de Campismo El Aquila, S.A. de C.V.",228,212,81,24,2024-02-22,2
5226,"Todo para el Golf, S.A. de C.V.",229,213,81,24,2022-02-25,4
5227,"Todo para el Golf, S.A. de C.V.",229,213,81,24,2023-01-26,2
5228,"Todo para el Golf, S.A. de C.V.",229,213,80,24,2024-01-03,7
5229,"Todo para el Golf, S.A. de C.V.",229,213,80,24,2022-06-22,3
5230,"MER-KA-DOS, S.A. de C.V.",230,214,80,24,2022-05-16,7
5231,"MER-KA-DOS, S.A. de C.V.",231,215,81,24,2022-05-18,7
5232,"MER-KA-DOS, S.A. de C.V.",232,216,80,24,2022-05-11,2
5233,"MER-KA-DOS, S.A. de C.V.",233,217,81,24,2022-05-16,2
5234,"Todo para el Golf, S.A. de C.V.",229,213,80,24,2023-05-25,5
5235,"MER-KA-DOS, S.A. de C.V.",230,214,80,24,2023-05-17,2
5236,"MER-KA-DOS, S.A. de C.V.",231,215,81,24,2023-05-21,1
5237,"MER-KA-DOS, S.A. de C.V.",232,216,81,24,2023-06-19,5
5238,"MER-KA-DOS, S.A. de C.V.",233,217,80,24,2023-06-18,1
5239,"Todo para el Golf, S.A. de C.V.",229,213,80,24,2024-06-02,5
5240,"MER-KA-DOS, S.A. de C.V.",230,214,80,24,2024-06-03,7
5241,"MER-KA-DOS, S.A. de C.V.",231,215,80,24,2024-05-18,7
5242,"MER-KA-DOS, S.A. de C.V.",232,216,81,24,2024-06-26,2
5243,"MER-KA-DOS, S.A. de C.V.",233,217,81,24,2024-06-15,2
5244,"Todo para el Golf, S.A. de C.V.",229,213,80,24,2022-10-14,1
5245,"Todo para el Golf, S.A. de C.V.",229,213,80,24,2023-09-06,7
5246,"Todo para el Golf, S.A. de C.V.",229,213,80,24,2024-09-25,2
5247,Camping Equipment Online,80,91,55,19,2022-04-12,4
5248,Connor Department Store,132,145,55,19,2022-04-25,1
5249,Connor Department Store,131,144,56,19,2022-04-24,5
5250,Connor Department Store,134,143,55,19,2022-03-13,7
5251,Consumer Club,127,139,69,19,2022-03-22,7
5252,Edward's Department Store,118,128,56,19,2022-04-11,2
5253,Edward's Department Store,115,125,55,19,2022-04-29,5
5254,Edward's Department Store,116,130,69,19,2022-04-11,5
5255,Extreme Outdoors,89,98,54,19,2022-04-05,7
5256,Extreme Outdoors,91,96,54,19,2022-04-12,7
5257,Mega-Outlet,145,159,56,19,2022-03-13,7
5258,Mega-Outlet,147,160,54,19,2022-04-01,4
5259,Mega-Outlet,148,155,56,19,2022-04-13,7
5260,Mega-Outlet,146,157,54,19,2022-04-07,4
5261,Outdoor Gear Co-op,69,80,55,19,2022-04-14,7
5262,Outdoor Gear Co-op,70,79,55,19,2022-04-15,2
5263,Outdoor Gear Co-op,71,82,55,19,2022-04-25,1
5265,Outdoor Gear Co-op,72,83,56,19,2022-03-26,1
5267,Second Wind Sports,104,114,56,19,2022-03-25,8
5268,Second Wind Sports,106,119,55,19,2022-03-13,7
5269,Second Wind Sports,105,118,56,19,2022-03-17,2
5271,The Marketplace,77,90,56,19,2022-04-02,7
5272,The Marketplace,76,89,56,19,2022-04-25,2
5273,The Marketplace,75,87,69,19,2022-03-28,7
5274,The Marketplace,79,88,55,19,2022-04-07,7
5275,Trail Masters,102,113,56,19,2022-03-31,3
5276,Camping Equipment Online,80,91,55,19,2023-04-12,2
5277,Connor Department Store,132,145,55,19,2023-04-25,5
5278,Connor Department Store,131,144,55,19,2023-04-24,5
5280,Consumer Club,127,139,69,19,2023-03-22,5
5281,Edward's Department Store,118,128,56,19,2023-04-11,2
5282,Edward's Department Store,115,125,55,19,2023-04-29,5
5283,Edward's Department Store,116,130,69,19,2023-04-11,8
5284,Extreme Outdoors,89,98,55,19,2023-04-05,2
5285,Extreme Outdoors,91,96,54,19,2023-04-12,5
5286,Mega-Outlet,145,159,56,19,2023-03-13,2
5287,Mega-Outlet,147,160,54,19,2023-04-01,5
5288,Mega-Outlet,148,155,56,19,2023-04-13,3
5290,Outdoor Gear Co-op,69,80,55,19,2023-04-14,7
5291,Outdoor Gear Co-op,70,79,55,19,2023-04-15,4
5292,Outdoor Gear Co-op,71,82,55,19,2023-04-25,5
5293,Outdoor Gear Co-op,67,78,69,19,2023-03-20,8
5294,Outdoor Gear Co-op,72,83,56,19,2023-03-26,7
5296,Second Wind Sports,104,114,56,19,2023-03-25,2
5297,Second Wind Sports,106,119,55,19,2023-03-13,2
5298,Second Wind Sports,105,118,56,19,2023-03-17,5
5299,The Marketplace,78,86,55,19,2023-04-05,4
5300,The Marketplace,77,90,54,19,2023-04-02,5
5301,The Marketplace,76,89,56,19,2023-04-25,2
5302,The Marketplace,75,87,69,19,2023-03-28,2
5303,The Marketplace,79,88,55,19,2023-04-07,3
5304,Trail Masters,102,113,56,19,2023-03-31,5
5305,Camping Equipment Online,80,91,56,19,2024-03-13,2
5306,Connor Department Store,132,145,54,19,2024-04-23,5
5307,Connor Department Store,131,144,55,19,2024-04-05,4
5308,Connor Department Store,134,143,55,19,2024-03-24,3
5309,Consumer Club,127,139,54,19,2024-03-31,7
5310,Edward's Department Store,118,128,55,19,2024-04-13,7
5311,Edward's Department Store,115,125,54,19,2024-03-12,5
5312,Edward's Department Store,116,130,55,19,2024-04-02,3
5313,Extreme Outdoors,89,98,69,19,2024-04-05,7
5314,Extreme Outdoors,91,96,69,19,2024-04-15,5
5315,Mega-Outlet,145,159,55,19,2024-04-29,7
5316,Mega-Outlet,147,160,56,19,2024-04-09,2
5317,Mega-Outlet,148,155,69,19,2024-04-15,2
5318,Mega-Outlet,146,157,56,19,2024-03-19,7
5319,Outdoor Gear Co-op,69,80,54,19,2024-04-02,5
5320,Outdoor Gear Co-op,70,79,56,19,2024-03-15,7
5321,Outdoor Gear Co-op,71,82,69,19,2024-04-20,4
5322,Outdoor Gear Co-op,67,78,69,19,2024-03-13,2
5323,Outdoor Gear Co-op,72,83,69,19,2024-03-25,4
5325,Second Wind Sports,104,114,55,19,2024-03-18,7
5326,Second Wind Sports,106,119,69,19,2024-04-07,2
5327,Second Wind Sports,105,118,55,19,2024-03-26,3
5328,The Marketplace,78,86,55,19,2024-04-15,4
5329,The Marketplace,77,90,56,19,2024-03-13,5
5330,The Marketplace,76,89,55,19,2024-04-01,4
5331,The Marketplace,75,87,69,19,2024-04-17,2
5332,The Marketplace,79,88,56,19,2024-03-29,2
5334,Buena Vista Eyeware,111,122,68,21,2022-03-18,7
5336,Consumer Club,124,136,74,21,2022-04-25,2
5337,Consumer Club,125,138,66,21,2022-04-24,3
5338,Donovan's Sports,96,108,66,21,2022-04-01,8
5339,Donovan's Sports,95,110,66,21,2022-03-20,2
5340,Donovan's Sports,97,106,66,21,2022-04-14,3
5341,Donovan's Sports,99,107,67,21,2022-03-15,2
5342,Donovan's Sports,98,109,67,21,2022-04-19,5
5343,Edward's Department Store,114,127,67,21,2022-04-11,8
5344,Falcon Outfitters,100,111,67,21,2022-03-18,5
5345,Falcon Outfitters,101,112,68,21,2022-03-16,3
5346,Extreme Outdoors,88,102,66,21,2022-03-28,7
5347,Extreme Outdoors,86,99,70,21,2022-03-22,5
5348,Eye Dimensions,94,105,70,21,2022-03-12,7
5349,Hartman's,141,149,70,21,2022-03-26,2
5350,Hartman's,142,151,67,21,2022-03-23,4
5351,Hartman's,138,153,66,21,2022-04-07,1
5353,Second Wind Sports,107,116,66,21,2022-03-26,1
5354,Second Wind Sports,103,115,74,21,2022-04-17,7
5355,The Caddy's Corner,151,162,66,21,2022-03-29,2
5356,Up The Creek,152,164,66,21,2022-04-02,2
5357,Weston Outfitters,167,176,70,21,2022-04-19,3
5358,Weston Outfitters,164,177,74,21,2022-03-16,2
5359,Buena Vista Eyeware,111,122,67,21,2023-04-25,7
5361,Consumer Club,124,136,67,21,2023-04-06,2
5362,Consumer Club,125,138,70,21,2023-04-29,2
5363,Donovan's Sports,96,108,70,21,2023-04-11,7
5365,Donovan's Sports,97,106,67,21,2023-04-12,4
5366,Donovan's Sports,99,107,67,21,2023-03-15,5
5367,Donovan's Sports,98,109,70,21,2023-04-17,3
5368,Edward's Department Store,114,127,70,21,2023-03-20,4
5369,Falcon Outfitters,100,111,67,21,2023-03-29,4
5370,Falcon Outfitters,101,112,68,21,2023-04-26,4
5371,Extreme Outdoors,88,102,67,21,2023-03-25,2
5372,Extreme Outdoors,86,99,67,21,2023-04-29,1
5373,Eye Dimensions,94,105,68,21,2023-04-01,7
5374,Hartman's,141,149,74,21,2023-03-23,7
5375,Hartman's,142,151,74,21,2023-03-29,1
5376,Hartman's,138,153,68,21,2023-03-14,7
5377,Hartman's,139,152,68,21,2023-04-04,7
5378,Second Wind Sports,107,116,68,21,2023-04-05,2
5379,Second Wind Sports,103,115,66,21,2023-04-27,5
5380,The Caddy's Corner,151,162,74,21,2023-04-05,2
5382,Weston Outfitters,167,176,74,21,2023-03-26,5
5383,Weston Outfitters,164,177,67,21,2023-03-26,2
5385,Buena Vista Eyeware,112,123,70,21,2024-03-30,2
5386,Consumer Club,124,136,66,21,2024-03-13,5
5387,Consumer Club,125,138,68,21,2024-04-24,2
5388,Donovan's Sports,96,108,70,21,2024-04-27,7
5389,Donovan's Sports,95,110,68,21,2024-03-31,4
5390,Donovan's Sports,97,106,74,21,2024-04-25,7
5391,Donovan's Sports,99,107,66,21,2024-03-12,2
5392,Donovan's Sports,98,109,67,21,2024-04-21,4
5393,Edward's Department Store,114,127,66,21,2024-03-17,5
5394,Falcon Outfitters,100,111,68,21,2024-03-19,7
5395,Falcon Outfitters,101,112,67,21,2024-03-12,5
5396,Extreme Outdoors,88,102,70,21,2024-03-17,4
5397,Extreme Outdoors,86,99,66,21,2024-03-25,3
5398,Eye Dimensions,94,105,74,21,2024-03-28,4
5400,Hartman's,142,151,68,21,2024-04-19,4
5401,Hartman's,138,153,67,21,2024-04-17,5
5402,Hartman's,139,152,66,21,2024-04-02,7
5403,Second Wind Sports,107,116,66,21,2024-04-03,5
5404,Second Wind Sports,103,115,67,21,2024-03-19,2
5405,The Caddy's Corner,151,162,74,21,2024-03-25,7
5406,Up The Creek,152,164,67,21,2024-04-25,1
5407,Weston Outfitters,167,176,67,21,2024-03-16,2
5408,Weston Outfitters,164,177,68,21,2024-03-19,7
5409,Connor Department Store,130,141,73,22,2022-04-13,2
5410,Connor Department Store,133,142,62,22,2022-03-31,3
5411,Consumer Club,129,137,64,22,2022-03-19,3
5412,Consumer Club,128,135,63,22,2022-04-02,1
5413,Extreme Outdoors,87,95,64,22,2022-03-16,2
5414,Eye Dimensions,93,104,62,22,2022-03-30,2
5416,Hartman's,140,150,73,22,2022-04-20,2
5417,Outdoor Gear Co-op,68,81,63,22,2022-03-16,7
5421,Tamarack Outfitter Rentals,81,94,64,22,2022-04-26,7
5422,The Golf Hut,109,121,73,22,2022-03-27,2
5423,The Golf Hut,110,120,64,22,2022-03-20,4
5424,Connor Department Store,130,141,62,22,2023-04-12,7
5425,Connor Department Store,133,142,62,22,2023-03-28,2
5426,Consumer Club,129,137,63,22,2023-03-22,2
5427,Consumer Club,128,135,63,22,2023-03-16,7
5428,Extreme Outdoors,87,95,64,22,2023-03-24,4
5429,Eye Dimensions,93,104,63,22,2023-04-22,7
5430,Eye Dimensions,92,103,63,22,2023-04-15,8
5431,Hartman's,140,150,64,22,2023-03-26,3
5432,Outdoor Gear Co-op,68,81,73,22,2023-04-20,5
5436,Tamarack Outfitter Rentals,81,94,64,22,2023-04-15,1
5437,The Golf Hut,109,121,62,22,2023-04-02,4
5438,The Golf Hut,110,120,63,22,2023-04-04,4
5439,Connor Department Store,130,141,63,22,2024-04-29,4
5440,Connor Department Store,133,142,73,22,2024-03-30,2
5441,Consumer Club,129,137,62,22,2024-03-15,1
5442,Consumer Club,128,135,64,22,2024-04-23,5
5443,Extreme Outdoors,87,95,62,22,2024-04-28,7
5444,Eye Dimensions,93,104,64,22,2024-03-26,7
5446,Hartman's,140,150,63,22,2024-04-22,2
5447,Outdoor Gear Co-op,68,81,63,22,2024-04-14,3
5448,Parkland Camping Rentals,123,134,63,22,2024-03-20,7
5449,Parkland Camping Rentals,121,131,73,22,2024-04-04,5
5451,Tamarack Outfitter Rentals,81,94,64,22,2024-04-02,4
5452,The Golf Hut,109,121,63,22,2024-04-10,2
5453,The Golf Hut,110,120,63,22,2024-04-04,4
5454,By A Thread,135,146,58,20,2022-04-14,2
5455,By A Thread,136,148,59,20,2022-04-24,4
5456,By A Thread,137,147,59,20,2022-04-04,7
5457,Consumer Club,126,140,58,20,2022-03-21,7
5458,Edward's Department Store,119,129,58,20,2022-04-11,7
5459,Edward's Department Store,117,126,59,20,2022-03-17,2
5460,Extreme Outdoors,84,101,59,20,2022-03-14,5
5461,Extreme Outdoors,85,100,60,20,2022-04-15,3
5462,Extreme Outdoors,90,97,59,20,2022-03-17,7
5463,Golf Masters,73,85,59,20,2022-04-24,3
5464,Golf Masters,74,84,59,20,2022-03-29,4
5465,Hartman's,143,154,59,20,2022-03-12,2
5466,Jack and Jill Climbing School & Supplies,113,124,59,20,2022-04-12,7
5467,Mega-Outlet,144,158,59,20,2022-04-25,4
5468,Mega-Outlet,149,156,59,20,2022-04-10,5
5469,Pumped!,150,161,59,20,2022-04-11,2
5470,Second Wind Sports,108,117,58,20,2022-04-02,3
5472,Tamarack Outfitter Rentals,83,92,58,20,2022-04-12,3
5473,Up The Creek,153,163,60,20,2022-04-20,5
5474,Up The Creek,154,165,59,20,2022-04-06,4
5475,Weston Outfitters,165,175,59,20,2022-03-26,2
5476,Weston Outfitters,166,178,59,20,2022-04-10,5
5477,By A Thread,135,146,59,20,2023-03-20,2
5478,By A Thread,136,148,59,20,2023-03-24,5
5479,By A Thread,137,147,59,20,2023-04-14,4
5480,Consumer Club,126,140,59,20,2023-03-26,7
5481,Edward's Department Store,119,129,60,20,2023-03-16,7
5482,Edward's Department Store,117,126,58,20,2023-03-18,2
5483,Extreme Outdoors,84,101,58,20,2023-03-18,3
5484,Extreme Outdoors,85,100,60,20,2023-04-24,3
5485,Extreme Outdoors,90,97,59,20,2023-04-22,7
5486,Golf Masters,73,85,59,20,2023-04-14,2
5487,Golf Masters,74,84,58,20,2023-03-18,2
5488,Hartman's,143,154,58,20,2023-04-05,2
5489,Jack and Jill Climbing School & Supplies,113,124,59,20,2023-04-06,2
5490,Mega-Outlet,144,158,59,20,2023-04-09,2
5491,Mega-Outlet,149,156,59,20,2023-04-08,2
5492,Pumped!,150,161,58,20,2023-03-14,7
5493,Second Wind Sports,108,117,59,20,2023-03-16,4
5495,Tamarack Outfitter Rentals,83,92,60,20,2023-03-29,2
5497,Up The Creek,154,165,59,20,2023-03-25,4
5498,Weston Outfitters,165,175,60,20,2023-03-27,5
5499,Weston Outfitters,166,178,58,20,2023-04-25,7
5500,By A Thread,135,146,60,20,2024-04-17,4
5501,By A Thread,136,148,58,20,2024-04-17,2
5502,By A Thread,137,147,59,20,2024-04-14,5
5503,Consumer Club,126,140,60,20,2024-04-07,7
5504,Edward's Department Store,119,129,59,20,2024-04-13,4
5505,Edward's Department Store,117,126,59,20,2024-04-15,5
5506,Extreme Outdoors,84,101,60,20,2024-04-29,7
5507,Extreme Outdoors,85,100,59,20,2024-03-27,1
5508,Extreme Outdoors,90,97,59,20,2024-04-21,5
5509,Golf Masters,73,85,58,20,2024-03-20,2
5510,Golf Masters,74,84,60,20,2024-03-14,2
5511,Hartman's,143,154,58,20,2024-04-26,4
5512,Jack and Jill Climbing School & Supplies,113,124,60,20,2024-04-15,5
5513,Mega-Outlet,144,158,60,20,2024-04-05,5
5514,Mega-Outlet,149,156,59,20,2024-04-23,2
5515,Pumped!,150,161,58,20,2024-04-01,1
5516,Second Wind Sports,108,117,60,20,2024-04-11,5
5517,Tamarack Outfitter Rentals,82,93,59,20,2024-04-02,7
5518,Tamarack Outfitter Rentals,83,92,58,20,2024-04-21,7
5519,Up The Creek,153,163,59,20,2024-03-30,7
5520,Up The Creek,154,165,60,20,2024-03-18,5
5521,Weston Outfitters,165,175,59,20,2024-04-17,4
5522,Weston Outfitters,166,178,60,20,2024-04-06,2
5523,American Home,159,174,69,19,2022-09-05,2
5524,American Home,158,167,55,19,2022-10-12,2
5525,American Home,161,171,55,19,2022-10-07,8
5526,American Home,162,169,55,19,2022-09-14,7
5527,American Home,160,173,55,19,2022-09-14,7
5528,American Home,163,168,55,19,2022-10-05,4
5529,American Home,157,170,55,19,2022-09-08,3
5530,Camping Equipment Online,80,91,56,19,2022-09-17,1
5531,Connor Department Store,132,145,55,19,2022-09-24,7
5532,Connor Department Store,131,144,54,19,2022-09-24,2
5533,Connor Department Store,134,143,69,19,2022-09-23,3
5534,Consumer Club,127,139,69,19,2022-09-29,7
5535,Extreme Outdoors,89,98,69,19,2022-10-09,7
5536,Extreme Outdoors,91,96,69,19,2022-09-08,4
5537,Mega-Outlet,145,159,54,19,2022-09-24,7
5539,Mega-Outlet,148,155,56,19,2022-09-06,2
5540,Mega-Outlet,146,157,55,19,2022-10-17,3
5541,Second Wind Sports,104,114,69,19,2022-09-06,4
5542,Second Wind Sports,106,119,55,19,2022-10-04,7
5543,Second Wind Sports,105,118,56,19,2022-10-12,7
5544,The Marketplace,78,86,69,19,2022-10-05,3
5545,The Marketplace,77,90,55,19,2022-10-14,2
5546,The Marketplace,76,89,69,19,2022-09-12,7
5547,The Marketplace,75,87,69,19,2022-10-17,5
5548,The Marketplace,79,88,54,19,2022-10-20,5
5549,Trail Masters,102,113,55,19,2022-10-22,3
5550,American Home,159,174,56,19,2023-09-16,5
5552,American Home,161,171,55,19,2023-09-12,1
5553,American Home,162,169,55,19,2023-10-23,3
5554,American Home,160,173,55,19,2023-10-18,2
5555,American Home,163,168,69,19,2023-09-18,1
5556,American Home,157,170,55,19,2023-09-12,2
5557,Camping Equipment Online,80,91,54,19,2023-10-05,2
5558,Connor Department Store,132,145,55,19,2023-09-13,5
5559,Connor Department Store,131,144,54,19,2023-09-19,2
5560,Connor Department Store,134,143,55,19,2023-10-12,5
5561,Consumer Club,127,139,55,19,2023-09-30,2
5562,Extreme Outdoors,89,98,54,19,2023-09-18,5
5563,Extreme Outdoors,91,96,55,19,2023-10-07,7
5564,Mega-Outlet,145,159,55,19,2023-10-13,5
5566,Mega-Outlet,148,155,55,19,2023-09-19,5
5567,Mega-Outlet,146,157,69,19,2023-09-13,2
5568,Second Wind Sports,104,114,55,19,2023-09-18,3
5569,Second Wind Sports,106,119,69,19,2023-09-05,7
5570,Second Wind Sports,105,118,55,19,2023-10-19,8
5571,The Marketplace,78,86,55,19,2023-10-05,7
5572,The Marketplace,77,90,55,19,2023-10-09,2
5573,The Marketplace,76,89,69,19,2023-10-22,2
5574,The Marketplace,75,87,55,19,2023-09-15,5
5575,The Marketplace,79,88,54,19,2023-09-08,5
5576,Trail Masters,102,113,69,19,2023-09-22,7
5578,American Home,158,167,55,19,2024-09-21,7
5579,American Home,161,171,69,19,2024-09-23,7
5580,American Home,162,169,55,19,2024-09-22,2
5584,Camping Equipment Online,80,91,55,19,2024-09-16,5
5587,Connor Department Store,134,143,55,19,2024-09-09,7
5589,Extreme Outdoors,89,98,56,19,2024-09-30,4
5594,Mega-Outlet,146,157,55,19,2024-09-28,2
5595,Second Wind Sports,104,114,56,19,2024-09-29,7
5596,Second Wind Sports,106,119,55,19,2024-09-22,7
5597,Second Wind Sports,105,118,55,19,2024-09-28,7
5598,The Marketplace,78,86,69,19,2024-09-09,5
5599,The Marketplace,77,90,55,19,2024-09-15,5
5601,The Marketplace,75,87,56,19,2024-09-18,2
5604,Buena Vista Eyeware,111,122,67,21,2022-10-17,7
5606,Consumer Club,124,136,67,21,2022-09-16,2
5607,Consumer Club,125,138,68,21,2022-09-16,7
5608,Extreme Outdoors,88,102,67,21,2022-10-08,5
5609,Extreme Outdoors,86,99,67,21,2022-09-09,7
5610,Hartman's,141,149,67,21,2022-10-08,5
5611,Hartman's,142,151,74,21,2022-09-30,5
5612,Hartman's,138,153,66,21,2022-10-04,5
5613,Hartman's,139,152,66,21,2022-09-13,2
5614,Second Wind Sports,107,116,66,21,2022-09-25,5
5615,Second Wind Sports,103,115,67,21,2022-10-25,5
5616,The Caddy's Corner,151,162,70,21,2022-09-26,4
5617,Weston Outfitters,167,176,70,21,2022-09-28,5
5618,Weston Outfitters,164,177,66,21,2022-10-16,7
5619,Buena Vista Eyeware,111,122,70,21,2023-10-03,4
5620,Buena Vista Eyeware,112,123,74,21,2023-09-29,5
5621,Consumer Club,124,136,67,21,2023-09-30,1
5622,Consumer Club,125,138,74,21,2023-10-23,2
5623,Extreme Outdoors,88,102,70,21,2023-09-19,5
5624,Extreme Outdoors,86,99,70,21,2023-09-24,7
5625,Hartman's,141,149,74,21,2023-09-24,5
5627,Hartman's,138,153,66,21,2023-10-02,7
5628,Hartman's,139,152,70,21,2023-10-05,4
5629,Second Wind Sports,107,116,70,21,2023-10-16,7
5630,Second Wind Sports,103,115,66,21,2023-10-19,1
5631,The Caddy's Corner,151,162,74,21,2023-09-23,4
5632,Weston Outfitters,167,176,67,21,2023-10-21,7
5633,Weston Outfitters,164,177,67,21,2023-10-02,3
5637,Consumer Club,125,138,68,21,2024-09-22,5
5639,Extreme Outdoors,86,99,70,21,2024-09-15,5
5642,Hartman's,138,153,66,21,2024-09-10,5
5645,Second Wind Sports,103,115,74,21,2024-09-14,5
5647,Weston Outfitters,167,176,68,21,2024-09-27,5
5648,Weston Outfitters,164,177,70,21,2024-09-29,2
5649,Connor Department Store,130,141,73,22,2022-09-17,7
5650,Connor Department Store,133,142,73,22,2022-10-06,1
5651,Consumer Club,129,137,63,22,2022-10-11,4
5652,Consumer Club,128,135,64,22,2022-10-04,2
5653,Extreme Outdoors,87,95,62,22,2022-09-30,7
5654,Hartman's,140,150,64,22,2022-10-17,7
5655,The Golf Hut,109,121,62,22,2022-10-25,4
5656,The Golf Hut,110,120,73,22,2022-09-30,1
5657,Connor Department Store,130,141,63,22,2023-10-03,4
5658,Connor Department Store,133,142,63,22,2023-09-14,7
5659,Consumer Club,129,137,73,22,2023-10-15,4
5660,Consumer Club,128,135,63,22,2023-10-01,7
5661,Extreme Outdoors,87,95,63,22,2023-09-11,2
5662,Hartman's,140,150,63,22,2023-09-09,7
5663,The Golf Hut,109,121,62,22,2023-09-28,4
5664,The Golf Hut,110,120,63,22,2023-10-24,1
5665,Connor Department Store,130,141,63,22,2024-09-27,4
5668,Consumer Club,128,135,62,22,2024-09-25,5
5670,Hartman's,140,150,63,22,2024-09-18,2
5673,American Home,155,166,59,20,2022-10-21,4
5674,American Home,156,172,58,20,2022-09-09,7
5675,By A Thread,135,146,59,20,2022-09-29,7
5676,By A Thread,136,148,59,20,2022-10-17,7
5677,By A Thread,137,147,60,20,2022-10-25,2
5678,Consumer Club,126,140,59,20,2022-09-28,5
5679,Extreme Outdoors,84,101,58,20,2022-09-24,2
5680,Extreme Outdoors,85,100,59,20,2022-09-28,4
5681,Extreme Outdoors,90,97,58,20,2022-09-23,5
5682,Hartman's,143,154,59,20,2022-09-18,5
5683,Jack and Jill Climbing School & Supplies,113,124,59,20,2022-10-13,2
5685,Mega-Outlet,149,156,59,20,2022-10-06,7
5686,Pumped!,150,161,60,20,2022-10-25,2
5687,Second Wind Sports,108,117,59,20,2022-10-24,5
5688,Weston Outfitters,165,175,59,20,2022-09-21,3
5689,Weston Outfitters,166,178,59,20,2022-09-08,5
5690,American Home,155,166,58,20,2023-09-15,1
5691,American Home,156,172,58,20,2023-09-13,3
5692,By A Thread,135,146,58,20,2023-09-20,8
5693,By A Thread,136,148,60,20,2023-10-19,7
5694,By A Thread,137,147,58,20,2023-09-28,3
5695,Consumer Club,126,140,59,20,2023-09-20,1
5696,Extreme Outdoors,84,101,59,20,2023-10-18,1
5697,Extreme Outdoors,85,100,59,20,2023-10-20,3
5698,Extreme Outdoors,90,97,59,20,2023-10-24,2
5699,Hartman's,143,154,59,20,2023-09-06,7
5700,Jack and Jill Climbing School & Supplies,113,124,60,20,2023-10-19,5
5701,Mega-Outlet,144,158,59,20,2023-10-15,3
5702,Mega-Outlet,149,156,59,20,2023-09-21,8
5703,Pumped!,150,161,58,20,2023-10-25,3
