ORDER_DETAIL_CODE,ORDER_NUMBER,PRODUCT_NUMBER,QUANTITY,UNIT_COST,UNIT_PRICE,UNIT_SALE_PRICE
51459,2033,50,34,1.96,3.92,3.23
51460,2098,50,80,1.96,3.92,3.92
51461,2193,50,126,1.96,3.92,3.23
51462,2036,50,192,1.96,3.92,3.23
51463,1736,51,12,34.47,68.94,68.94
51464,1901,51,42,34.47,68.94,68.94
51465,1734,51,80,34.47,68.94,63.38
51466,2137,51,356,34.47,68.94,56.88
51467,1935,51,60,34.47,68.94,51.2
51468,1937,51,80,34.47,68.94,56.15
51469,1934,51,80,34.47,68.94,68.94
51470,2169,51,216,34.47,68.94,56.88
51471,2032,52,96,18.35,36.7,30.28
51472,1734,52,60,18.35,36.7,36.7
51473,2171,52,10,18.35,36.7,30.28
51474,1934,52,48,18.35,36.7,36.7
51475,1856,52,52,18.35,36.7,36.7
51476,2109,52,162,18.35,36.7,30.28
51477,2206,52,70,18.35,36.7,36.7
51478,1855,52,48,18.35,36.7,36.7
51479,2110,53,248,28.2,39.49,35.54
51480,1857,53,48,28.2,39.49,39.49
51481,2025,53,180,28.2,39.49,35.54
51482,1733,53,60,28.2,39.49,39.49
51483,2037,53,76,28.2,39.49,39.49
51484,1732,53,4,28.2,39.49,39.49
51485,1731,53,26,28.2,39.49,39.49
51486,1855,53,4,28.2,39.49,39.49
51487,1903,53,34,28.2,39.49,39.49
51488,1735,53,60,28.2,39.49,39.49
51489,1953,53,6,28.2,39.49,39.49
51490,2106,54,50,34.36,51.54,45.52
51491,2170,54,122,34.36,51.54,45.52
51492,2034,54,118,34.36,51.54,45.52
51493,2107,54,66,34.36,51.54,51.54
51494,2039,54,134,34.36,51.54,44.66
51495,1904,54,52,34.36,51.54,51.54
51496,2171,54,112,34.36,51.54,45.52
51497,1731,54,78,34.36,51.54,51.54
51498,2031,55,138,3.9,7.8,6.44
51499,2025,55,152,3.9,7.8,6.44
51500,1902,55,70,3.9,7.8,7.8
51501,2109,55,68,3.9,7.8,6.44
51502,1854,55,22,3.9,7.8,7.8
51503,2172,55,112,3.9,7.8,6.44
51504,1736,55,6,3.9,7.8,7.8
51505,2192,55,114,3.9,7.8,6.44
51506,1809,55,54,3.9,7.8,7.8
51507,2003,55,96,3.9,7.8,7.8
51508,1934,55,196,3.9,7.8,7.8
51509,2033,56,6,8.53,17.09,14.1
51510,1733,56,28,8.53,17.09,17.09
51511,1808,56,52,8.53,17.09,17.09
51512,1857,56,30,8.53,17.09,17.09
51513,2192,56,102,8.53,17.09,14.1
51514,1856,56,6,8.53,17.09,17.09
51515,2032,56,102,8.53,17.09,14.1
51516,1807,56,32,8.53,17.09,17.09
51517,2137,56,108,8.53,17.09,14.1
51518,1902,56,36,8.53,17.09,17.09
51519,1707,57,28,38.97,77.94,77.94
51520,1935,57,22,38.97,77.94,77.94
51521,1796,57,34,38.97,77.94,77.94
51522,1903,57,28,38.97,77.94,77.94
51523,2194,57,68,38.97,77.94,64.3
51524,1734,57,6,38.97,77.94,77.94
51525,1954,57,38,38.97,77.94,77.94
51526,1708,57,20,38.97,77.94,77.94
51527,2037,57,66,38.97,77.94,77.94
51528,2172,58,24,56.88,79.65,71.68
51529,2039,58,24,56.88,79.65,70.54
51530,2108,58,116,56.88,79.65,79.65
51531,2170,58,8,56.88,79.65,71.68
51532,1704,58,50,56.88,79.65,79.65
51533,2031,58,8,56.88,79.65,71.68
51534,2035,58,180,56.88,79.65,71.68
51535,2034,58,14,56.88,79.65,71.68
51536,2171,58,12,56.88,79.65,71.68
51537,1843,58,46,56.88,79.65,79.65
51538,1807,58,26,56.88,79.65,79.65
51539,2147,59,28,45.58,59.25,54.47
51540,2107,59,36,45.58,59.25,59.25
51541,2033,59,18,45.58,59.25,54.47
51542,2191,59,22,45.58,59.25,59.25
51543,2001,59,8,45.58,59.25,59.25
51544,2002,59,126,45.58,59.25,59.25
51545,2003,59,8,45.58,59.25,59.25
51546,2035,59,50,45.58,59.25,54.47
51547,2144,59,36,45.58,59.25,59.25
51548,1710,60,110,9.89,19.78,19.78
51549,2191,60,108,9.89,19.78,19.78
51550,2194,60,92,9.89,19.78,16.31
51551,2106,60,180,9.89,19.78,16.31
51552,2195,60,164,9.89,19.78,16.31
51553,2032,60,176,9.89,19.78,16.31
51554,1856,60,26,9.89,19.78,19.78
51555,2171,61,156,19.52,39.04,32.2
51556,2030,61,64,19.52,39.04,32.2
51557,1902,61,60,19.52,39.04,39.04
51558,1733,61,98,19.52,39.04,39.04
51559,2148,61,158,19.52,39.04,39.04
51560,1706,61,54,19.52,39.04,39.04
51561,1710,61,78,19.52,39.04,39.04
51562,1937,61,52,19.52,39.04,39.04
51563,1856,61,36,19.52,39.04,39.04
51564,2027,61,144,19.52,39.04,39.04
51565,2192,61,182,19.52,39.04,32.2
51566,2034,62,100,46.52,79.11,67.7
51567,1807,62,68,46.52,79.11,79.11
51568,1954,62,4,46.52,79.11,79.11
51569,2108,62,202,46.52,79.11,79.11
51570,1855,62,6,46.52,79.11,79.11
51571,2145,62,204,46.52,79.11,79.11
51572,2195,62,102,46.52,79.11,67.7
51573,1854,62,86,46.52,79.11,79.11
51574,1951,62,80,46.52,79.11,79.11
51575,2206,62,26,46.52,79.11,79.11
51576,2169,62,28,46.52,79.11,67.7
51577,2036,62,90,46.52,79.11,67.7
51578,1937,62,38,46.52,79.11,79.11
51579,1930,63,46,30.63,45.97,45.97
51580,2005,63,50,30.63,45.97,45.97
51581,1929,63,84,30.63,45.97,45.97
51582,1727,63,84,30.63,45.97,45.97
51583,1894,63,70,30.63,45.97,45.97
51584,2023,63,104,30.63,45.97,45.97
51585,1737,63,42,30.63,45.97,45.97
51586,1798,63,48,30.63,45.97,45.97
51587,1899,63,84,30.63,45.97,45.97
51588,2188,64,274,20.1,40.2,33.16
51589,1797,64,158,20.1,40.2,40.2
51590,1849,64,114,20.1,40.2,40.2
51591,1728,64,200,20.1,40.2,40.2
51592,1930,64,166,20.1,40.2,40.2
51593,1896,64,186,20.1,40.2,40.2
51594,1809,64,246,20.1,40.2,40.2
51595,1714,64,102,20.1,40.2,40.2
51596,1852,65,128,39.0,78.0,78.0
51597,1716,65,86,39.0,78.0,78.0
51598,1736,65,116,39.0,78.0,78.0
51599,1853,65,70,39.0,78.0,78.0
51600,1805,65,106,39.0,78.0,78.0
51601,2138,65,62,39.0,78.0,78.0
51602,2009,65,128,39.0,78.0,78.0
51603,1799,65,90,39.0,78.0,78.0
51604,1736,66,58,46.45,92.91,92.91
51605,1855,66,46,46.45,92.91,92.91
51606,2195,66,34,46.45,92.91,76.65
51607,2036,66,62,46.45,92.91,76.65
51608,2147,66,58,46.45,92.91,76.65
51609,2031,66,40,46.45,92.91,76.65
51610,2146,67,66,121.45,255.07,208.3
51611,1731,67,66,121.45,255.07,232.63
51612,1904,67,74,121.45,255.07,196.39
51613,2025,67,84,121.45,255.07,208.3
51614,2031,67,42,121.45,255.07,208.3
51615,2036,67,64,121.45,255.07,208.3
51616,1806,67,70,121.45,255.07,231.3
51617,2172,67,86,121.45,255.07,208.3
51618,2147,67,58,121.45,255.07,208.3
51619,2140,68,192,46.2,60.06,58.79
51620,2010,68,44,46.2,60.06,60.06
51621,2041,68,112,46.2,60.06,60.06
51622,2189,68,168,46.2,60.06,51.25
51623,2149,68,104,46.2,60.06,60.06
51624,1713,68,52,46.2,60.06,60.06
51625,1930,68,146,46.2,60.06,60.06
51626,1714,68,20,46.2,60.06,60.06
51627,1797,69,32,69.69,104.54,104.54
51628,2040,69,6,69.69,104.54,104.54
51629,1798,69,28,69.69,104.54,104.54
51630,1930,69,30,69.69,104.54,104.54
51631,2149,69,26,69.69,104.54,104.54
51632,2041,69,30,69.69,104.54,104.54
51633,1847,69,10,69.69,104.54,104.54
51634,1713,69,28,69.69,104.54,104.54
51635,1895,70,84,81.37,122.06,122.06
51636,2006,70,44,81.37,122.06,122.06
51637,2188,70,22,81.37,122.06,107.81
51638,1848,70,40,81.37,122.06,122.06
51639,1896,70,34,81.37,122.06,122.06
51640,2139,70,88,81.37,122.06,122.06
51641,1713,70,24,81.37,122.06,122.06
51642,1895,71,20,60.5,90.76,90.76
51643,1803,71,54,60.5,90.76,90.76
51644,1930,71,92,60.5,90.76,90.76
51645,2011,71,44,60.5,90.76,90.76
51646,2101,71,38,60.5,90.76,90.76
51647,2139,71,40,60.5,90.76,90.76
51648,2008,71,46,60.5,90.76,90.76
51649,2029,72,70,73.77,147.57,121.75
51650,1936,72,60,73.77,147.57,147.57
51651,1937,72,26,73.77,147.57,147.57
51652,1732,72,54,73.77,147.57,147.57
51653,1935,72,82,73.77,147.57,147.57
51654,1708,72,60,73.77,147.57,147.57
51655,2146,72,26,73.77,147.57,121.75
51656,2039,73,102,8.68,12.15,10.77
51657,1952,73,66,8.68,12.15,12.15
51658,2193,73,84,8.68,12.15,10.94
51659,2188,73,78,8.68,12.15,10.94
51660,2026,73,100,8.68,12.15,10.94
51661,2108,73,122,8.68,12.15,12.15
51662,2010,73,32,8.68,12.15,12.15
51663,1952,74,214,11.43,16.02,13.06
51664,1894,74,178,11.43,16.02,16.02
51665,2145,74,170,11.43,16.02,16.02
51666,2036,74,124,11.43,16.02,14.4
51667,2026,74,212,11.43,16.02,14.4
51668,1896,74,218,11.43,16.02,16.02
51669,1733,74,198,11.43,16.02,16.02
51670,2192,74,114,11.43,16.02,14.4
51671,2002,75,92,83.94,115.84,115.84
51672,2031,75,154,83.94,115.84,104.69
51673,2025,75,76,83.94,115.84,104.69
51674,2145,75,112,83.94,115.84,103.43
51675,2146,75,164,83.94,115.84,104.69
51676,1736,75,64,83.94,115.84,115.84
51677,1854,75,110,83.94,115.84,97.66
51678,1953,75,128,83.94,115.84,100.55
51679,2034,75,76,83.94,115.84,104.69
51680,2145,76,122,23.54,40.02,40.02
51681,2171,76,80,23.54,40.02,34.25
51682,1806,76,82,23.54,40.02,40.02
51683,1902,76,186,23.54,40.02,40.02
51684,2002,76,58,23.54,40.02,40.02
51685,1849,76,182,23.54,40.02,40.02
51686,1808,76,86,23.54,40.02,40.02
51687,1713,76,60,23.54,40.02,40.02
51688,2192,76,82,23.54,40.02,34.25
51689,2172,76,184,23.54,40.02,34.25
51690,2195,77,120,45.31,90.63,74.77
51691,1851,77,94,45.31,90.63,90.63
51692,1951,77,124,45.31,90.63,90.63
51693,2038,77,136,45.31,90.63,74.77
51694,2033,77,184,45.31,90.63,74.77
51695,1724,77,100,45.31,90.63,90.63
51696,1856,77,132,45.31,90.63,74.62
51697,2035,77,104,45.31,90.63,74.77
51698,1894,78,72,82.69,103.37,103.37
51699,1799,78,58,82.69,103.37,103.37
51700,2098,78,50,82.69,103.37,103.37
51701,1891,78,44,82.69,103.37,103.37
51702,1794,78,86,82.69,103.37,103.37
51703,1931,78,48,82.69,103.37,103.37
51704,2168,79,20,98.98,133.63,121.5
51705,2193,79,36,98.98,133.63,121.5
51706,1806,79,28,98.98,133.63,133.63
51707,2192,79,20,98.98,133.63,121.5
51708,1844,79,38,98.98,133.63,133.63
51709,1734,79,36,98.98,133.63,133.63
51710,1934,80,42,96.51,164.08,164.08
51711,2003,80,40,96.51,164.08,164.08
51712,1952,80,40,96.51,164.08,164.08
51713,1725,80,38,96.51,164.08,164.08
51714,1732,80,40,96.51,164.08,164.08
51715,2027,80,56,96.51,164.08,164.08
51716,2172,80,32,96.51,164.08,140.42
51717,1894,81,34,41.99,83.98,83.98
51718,1726,81,36,41.99,83.98,83.98
51719,1892,81,38,41.99,83.98,83.98
51720,2024,81,34,41.99,83.98,69.27
51721,2023,81,36,41.99,83.98,83.98
51722,1850,81,32,41.99,83.98,83.98
51723,2024,82,112,20.47,30.71,27.13
51724,2170,82,118,20.47,30.71,27.13
51725,2029,82,98,20.47,30.71,27.13
51726,2038,82,154,20.47,30.71,27.13
51727,2037,82,100,20.47,30.71,30.71
51728,1731,82,158,20.47,30.71,30.71
51729,2026,82,210,20.47,30.71,27.13
51730,1730,83,84,57.86,92.56,92.56
51731,1855,83,108,57.86,92.56,92.56
51732,1806,83,88,57.86,92.56,92.56
51733,1735,83,76,57.86,92.56,92.56
51734,2108,83,96,57.86,92.56,92.56
51735,1851,83,42,57.86,92.56,92.56
51736,2137,83,96,57.86,92.56,80.41
51737,1953,84,46,81.23,113.73,113.73
51738,1951,84,36,81.23,113.73,113.73
51739,2195,84,60,81.23,113.73,102.34
51740,2137,84,92,81.23,113.73,102.34
51741,2022,84,60,81.23,113.73,113.73
51742,2031,84,40,81.23,113.73,102.34
51743,1804,84,48,81.23,113.73,113.73
51744,2144,84,20,81.23,113.73,113.73
51745,2147,84,32,81.23,113.73,102.34
51746,1734,84,50,81.23,113.73,113.73
51747,2037,85,18,177.17,301.2,301.2
51748,2031,85,46,177.17,301.2,257.79
51749,2098,85,86,177.17,301.2,238.39
51750,1731,85,86,177.17,301.2,247.11
51751,1855,85,56,177.17,301.2,301.2
51752,2110,85,26,177.17,301.2,257.79
51753,2168,85,26,177.17,301.2,257.79
51754,2108,85,44,177.17,301.2,267.82
51755,2193,85,30,177.17,301.2,257.79
51756,1724,85,28,177.17,301.2,301.2
51757,2011,86,126,1.91,5.76,5.76
51758,2028,86,206,1.91,5.76,4.42
51759,1731,86,212,1.91,5.76,3.75
51760,2108,86,168,1.91,5.76,5.76
51761,2171,86,160,1.91,5.76,4.42
51762,1795,86,136,1.91,5.76,5.76
51763,1715,86,96,1.91,5.76,5.76
51764,1929,86,134,1.91,5.76,5.76
51766,1891,87,78,1.91,5.76,5.76
51767,1898,87,116,1.91,5.76,5.76
51768,1735,87,48,1.91,5.76,5.76
51769,2008,87,246,1.91,5.76,5.76
51770,1733,87,98,1.91,5.76,5.76
51771,1896,87,110,1.91,5.76,5.76
51772,2146,87,236,1.91,5.76,4.42
51773,1797,88,120,1.91,6.73,6.73
51774,1903,88,246,1.91,6.73,4.32
51775,1894,88,118,1.91,6.73,6.73
51776,2191,88,288,1.91,6.73,6.73
51777,2188,88,254,1.91,6.73,5.05
51779,2192,88,238,1.91,6.73,5.05
51780,1799,88,164,1.91,6.73,6.73
51781,2031,89,28,2.48,6.96,5.38
51782,1935,89,142,2.48,6.96,5.03
51784,1895,89,148,2.48,6.96,6.96
51785,2146,89,462,2.48,6.96,5.38
51786,1902,89,140,2.48,6.96,6.4
51787,2168,89,274,2.48,6.96,5.38
51788,1730,90,96,2.47,6.92,3.71
51789,1893,90,186,2.47,6.92,6.92
51791,2029,90,360,2.47,6.92,5.36
51792,1892,90,608,2.47,6.92,6.92
51793,2108,90,378,2.47,6.92,6.92
51794,2032,91,44,1.97,4.92,3.89
51796,1795,91,44,1.97,4.92,4.92
51797,2148,91,198,1.97,4.92,4.92
51798,1730,91,68,1.97,4.92,4.92
51799,1936,91,50,1.97,4.92,4.92
51800,1807,91,46,1.97,4.92,4.92
51801,1893,91,68,1.97,4.92,4.92
51803,2106,91,124,1.97,4.92,3.89
51804,1890,91,60,1.97,4.92,4.92
51805,1735,92,36,1.97,4.92,4.92
51806,1796,92,34,1.97,4.92,4.92
51807,1732,92,20,1.97,4.92,4.92
51808,1901,92,32,1.97,4.92,4.92
51809,2110,92,92,1.97,4.92,3.89
51811,2029,93,190,1.92,4.82,3.8
51812,1898,93,170,1.92,4.82,4.82
51813,2172,93,104,1.92,4.82,3.8
51814,2189,93,152,1.92,4.82,4.82
51815,1793,93,134,1.92,4.82,4.82
51816,2193,93,134,1.92,4.82,3.8
51817,1893,93,102,1.92,4.82,4.82
51818,1711,94,186,1.9,4.78,4.78
51819,1724,94,156,1.9,4.78,4.78
51820,2171,94,698,1.9,4.78,3.77
51821,1725,94,148,1.9,4.78,4.78
51822,1712,94,120,1.9,4.78,4.78
51823,1717,94,82,1.9,4.78,3.22
51824,1714,94,192,1.9,4.78,4.78
51825,1709,95,78,2.94,5.88,5.88
51827,1893,95,138,2.94,5.88,5.88
51828,2169,95,426,2.94,5.88,4.86
51829,1901,95,94,2.94,5.88,4.5
51830,2189,96,50,16.37,22.92,22.92
51831,1793,96,62,16.37,22.92,22.92
51832,2193,96,30,16.37,22.92,20.62
51833,2145,96,20,16.37,22.92,22.92
51834,2038,96,28,16.37,22.92,20.29
51835,1890,96,18,16.37,22.92,22.92
51836,1902,96,38,16.37,22.92,22.92
51837,1711,97,12,24.84,34.77,34.77
51838,2147,97,42,24.84,34.77,31.29
51839,2191,97,22,24.84,34.77,34.77
51840,1895,97,12,24.84,34.77,34.77
51841,1935,97,18,24.84,34.77,34.77
51842,1798,97,18,24.84,34.77,34.77
51843,1794,97,10,24.84,34.77,34.77
51844,1891,98,18,2.91,5.82,5.82
51845,1902,98,70,2.91,5.82,5.82
51846,1735,98,114,2.91,5.82,5.82
51847,2106,98,268,2.91,5.82,4.8
51848,1724,98,102,2.91,5.82,5.82
51849,1794,98,88,2.91,5.82,5.82
51850,1709,98,54,2.91,5.82,5.82
51851,1711,99,128,1.97,4.94,4.94
51852,1903,99,62,1.97,4.94,4.94
51853,2145,99,114,1.97,4.94,3.9
51854,1806,99,82,1.97,4.94,4.94
51855,2172,99,100,1.97,4.94,3.9
51856,2106,99,98,1.97,4.94,3.9
51857,1708,100,80,2.85,5.71,5.71
51858,2194,100,210,2.85,5.71,4.71
51859,1893,100,86,2.85,5.71,5.71
51860,2025,100,264,2.85,5.71,4.71
51861,2108,100,214,2.85,5.71,5.71
51862,1953,100,10,2.85,5.71,5.71
51863,1903,100,140,2.85,5.71,5.13
51864,1802,101,14,305.64,550.16,550.16
51865,2143,101,20,305.64,550.16,550.16
51866,2014,101,18,305.64,550.16,464.58
51867,1800,101,22,305.64,550.16,550.16
51868,1801,101,6,305.64,550.16,550.16
51869,1724,101,14,305.64,550.16,550.16
51870,1932,101,14,305.64,550.16,550.16
51871,2141,101,20,305.64,550.16,464.58
51872,2019,101,18,305.64,550.16,464.58
51873,2016,102,10,392.17,823.58,823.58
51874,2103,102,14,392.17,823.58,672.59
51875,2102,102,12,392.17,823.58,672.59
51876,1719,102,12,392.17,823.58,823.58
51877,2019,102,10,392.17,823.58,672.59
51878,1800,102,10,392.17,823.58,823.58
51879,2018,102,12,392.17,823.58,672.59
51880,1932,102,18,392.17,823.58,823.58
51881,1727,103,6,279.32,502.79,502.79
51882,1724,103,10,279.32,502.79,502.79
51883,2014,103,4,279.32,502.79,424.57
51884,2016,103,10,279.32,502.79,502.79
51885,2020,103,6,279.32,502.79,502.79
51886,1853,103,8,279.32,502.79,502.79
51887,1900,103,8,279.32,502.79,502.79
51888,1932,104,6,336.04,705.69,705.69
51889,2141,104,2,336.04,705.69,576.3
51890,1721,104,4,336.04,705.69,705.69
51891,1724,104,6,336.04,705.69,705.69
51892,1933,104,4,336.04,705.69,705.69
51893,2142,104,8,336.04,705.69,576.3
51894,2103,104,8,336.04,705.69,576.3
51895,2104,104,2,336.04,705.69,576.3
51896,2102,105,6,558.15,1227.96,993.53
51897,2142,105,16,558.15,1227.96,993.53
51898,2018,105,16,558.15,1227.96,993.53
51899,2019,105,20,558.15,1227.96,993.53
51900,1720,105,18,558.15,1227.96,959.84
51901,2103,105,8,558.15,1227.96,993.53
51902,2104,105,22,558.15,1227.96,993.53
51903,1721,105,24,558.15,1227.96,1098.01
51904,2017,105,10,558.15,1227.96,993.53
51905,2014,105,6,558.15,1227.96,993.53
51906,2024,106,8,551.46,992.65,838.23
51907,1720,106,16,551.46,992.65,992.65
51908,2142,106,14,551.46,992.65,838.23
51909,1801,106,20,551.46,992.65,882.01
51910,1897,106,4,551.46,992.65,992.65
51911,1805,106,12,551.46,992.65,778.71
51912,2017,106,18,551.46,992.65,838.23
51913,2141,106,8,551.46,992.65,838.23
51914,1718,107,4,520.15,1144.32,1144.32
51915,2020,107,8,520.15,1144.32,1144.32
51916,2103,107,6,520.15,1144.32,925.85
51917,2142,107,6,520.15,1144.32,925.85
51918,2102,107,4,520.15,1144.32,925.85
51919,2018,107,4,520.15,1144.32,925.85
51920,2019,107,6,520.15,1144.32,925.85
51921,2014,107,4,520.15,1144.32,925.85
51922,2015,107,6,520.15,1144.32,1144.32
51923,1721,107,10,520.15,1144.32,947.71
51924,2017,108,8,479.39,862.9,728.66
51925,1899,108,2,479.39,862.9,862.9
51926,1804,108,8,479.39,862.9,862.9
51927,1720,108,2,479.39,862.9,862.9
51928,1723,108,4,479.39,862.9,862.9
51929,2102,108,6,479.39,862.9,728.66
51930,2142,108,6,479.39,862.9,728.66
51931,2013,108,4,479.39,862.9,862.9
51932,2102,109,44,35.15,63.27,53.43
51933,2143,109,44,35.15,63.27,63.27
51934,2141,109,38,35.15,63.27,53.43
51935,2016,109,24,35.15,63.27,63.27
51936,2020,109,36,35.15,63.27,63.27
51937,1718,109,48,35.15,63.27,63.27
51938,2104,109,42,35.15,63.27,53.43
51939,1897,110,12,60.63,121.29,121.29
51940,2024,110,20,60.63,121.29,100.05
51941,2022,110,24,60.63,121.29,121.29
51942,1727,110,32,60.63,121.29,121.29
51943,1728,110,20,60.63,121.29,121.29
51944,2014,110,18,60.63,121.29,100.05
51945,2142,110,36,60.63,121.29,100.05
51946,2021,110,10,60.63,121.29,121.29
51947,1899,110,14,60.63,121.29,121.29
51948,2141,111,4,81.87,180.13,145.75
51949,2103,111,4,81.87,180.13,145.75
51950,1718,111,4,81.87,180.13,180.13
51951,2013,111,8,81.87,180.13,180.13
51952,1719,111,6,81.87,180.13,180.13
51953,2018,111,4,81.87,180.13,145.75
51954,2014,111,4,81.87,180.13,145.75
51955,1933,111,8,81.87,180.13,180.13
51956,1720,111,8,81.87,180.13,180.13
51957,2103,112,64,6.01,9.01,7.96
51958,1897,112,56,6.01,9.01,9.01
51959,1805,112,66,6.01,9.01,9.01
51960,2105,112,40,6.01,9.01,9.01
51961,2018,112,60,6.01,9.01,7.96
51962,1721,112,56,6.01,9.01,9.01
51963,2019,112,44,6.01,9.01,7.96
51964,2104,113,30,6.01,12.05,9.93
51965,2013,113,26,6.01,12.05,12.05
51966,2103,113,72,6.01,12.05,9.93
51967,1802,113,42,6.01,12.05,12.05
51968,1729,113,62,6.01,12.05,12.05
51969,2015,113,28,6.01,12.05,12.05
51970,2014,113,70,6.01,12.05,9.93
51971,2023,113,40,6.01,12.05,12.05
51972,2024,114,4,79.7,199.27,157.42
51973,1722,114,6,79.7,199.27,199.27
51974,2142,114,4,79.7,199.27,157.42
51975,2190,114,4,79.7,199.27,157.42
51976,2019,114,4,79.7,199.27,157.42
51977,1721,114,2,79.7,199.27,199.27
51978,2141,114,2,79.7,199.27,157.42
51979,2023,114,6,79.7,199.27,199.27
51980,1897,115,52,5.01,10.03,10.03
51981,2016,115,46,5.01,10.03,10.03
51982,1932,115,46,5.01,10.03,10.03
51983,2014,115,64,5.01,10.03,8.27
51984,1800,115,64,5.01,10.03,10.03
51985,1729,115,32,5.01,10.03,10.03
51986,2105,115,72,5.01,10.03,10.03
51987,2019,115,32,5.01,10.03,8.27
51988,1759,1,354,4.0,6.0,5.15
51990,2157,1,280,4.0,6.0,5.3
51991,1912,1,150,4.0,6.0,6.0
51993,1914,1,322,4.0,6.0,5.4
51995,2074,2,212,9.22,11.98,10.89
51996,2118,2,196,9.22,11.98,11.02
51997,2157,2,212,9.22,11.98,11.02
52000,2068,2,212,9.22,11.98,11.02
52001,2158,2,310,9.22,11.98,10.89
52002,1914,2,164,9.22,11.98,11.98
52006,2065,3,276,15.93,21.98,21.98
52007,2203,3,94,15.93,21.98,19.56
52010,1914,3,154,15.93,21.98,21.98
52011,2119,3,140,15.93,21.98,19.87
52012,2200,3,94,15.93,21.98,19.87
52014,1771,4,186,5.0,7.0,7.0
52016,2157,4,172,5.0,7.0,6.3
52018,1759,4,218,5.0,7.0,7.0
52019,1915,4,328,5.0,7.0,7.0
52020,1823,4,174,5.0,7.0,7.0
52021,1917,4,52,5.0,7.0,7.0
52023,1912,5,50,34.97,50.0,50.0
52024,2201,5,48,34.97,50.0,43.99
52025,2158,5,110,34.97,50.0,43.99
52026,1917,5,76,34.97,50.0,50.0
52027,1822,5,50,34.97,50.0,50.0
52028,1745,5,100,34.97,50.0,50.0
52029,1945,5,120,34.97,50.0,50.0
52030,1812,5,90,34.97,50.0,50.0
52031,1759,5,114,34.97,50.0,50.0
52032,2079,6,40,85.11,120.0,107.79
52037,1823,6,40,85.11,120.0,120.0
52038,2119,6,16,85.11,120.0,107.79
52039,1812,6,18,85.11,120.0,120.0
52041,1819,7,104,46.38,64.0,64.0
52042,1824,7,152,46.38,64.0,64.0
52044,2118,7,28,46.38,64.0,57.83
52046,1813,7,68,46.38,64.0,64.0
52048,2157,8,132,75.0,129.0,110.08
52050,2119,8,118,75.0,129.0,110.08
52051,2158,8,114,75.0,129.0,107.4
52052,2065,8,162,75.0,129.0,107.54
52054,2201,8,52,75.0,129.0,107.4
52056,1741,9,20,9.0,11.97,11.97
52058,2204,9,34,9.0,11.97,10.93
52059,1917,9,34,9.0,11.97,11.97
52060,1761,9,38,9.0,11.97,11.97
52061,1824,9,78,9.0,11.97,11.97
52063,2123,9,78,9.0,11.97,10.93
52064,1908,9,62,9.0,11.97,11.97
52065,1906,9,54,9.0,11.97,11.97
52066,1820,10,20,10.0,17.0,17.0
52067,1914,10,48,10.0,17.0,17.0
52068,2077,10,58,10.0,17.0,17.0
52070,1763,10,108,10.0,17.0,17.0
52071,1823,10,128,10.0,17.0,17.0
52072,2074,10,114,10.0,17.0,14.18
52074,2202,10,48,10.0,17.0,14.55
52075,2204,10,110,10.0,17.0,14.55
52076,1915,10,64,10.0,17.0,17.0
52077,2074,11,70,250.0,350.0,310.0
52080,1825,11,122,250.0,350.0,329.82
52081,1770,11,50,250.0,350.0,350.0
52084,1765,12,122,473.07,615.0,598.53
52085,2064,12,194,473.07,615.0,512.03
52087,1912,12,62,473.07,615.0,599.33
52088,1770,12,194,473.07,615.0,597.36
52089,2080,12,244,473.07,615.0,544.03
52090,2203,12,100,473.07,615.0,558.22
52091,2077,13,148,392.57,529.98,512.73
52092,2065,13,78,392.57,529.98,446.97
52093,2153,13,92,392.57,529.98,481.89
52094,2071,13,160,392.57,529.98,468.16
52095,2080,13,146,392.57,529.98,461.29
52097,1943,13,136,392.57,529.98,490.36
52099,1918,14,108,476.0,595.0,557.3
52100,2118,14,98,476.0,595.0,553.34
52101,1943,14,44,476.0,595.0,543.17
52102,2161,14,56,476.0,595.0,553.34
52103,2152,14,218,476.0,595.0,547.4
52104,1745,14,152,476.0,595.0,561.26
52105,1813,14,92,476.0,595.0,544.72
52106,1915,14,40,476.0,595.0,523.2
52107,1913,15,70,490.0,735.0,573.71
52108,2071,15,64,490.0,735.0,624.75
52110,2073,15,56,490.0,735.0,637.0
52111,2074,15,76,490.0,735.0,637.0
52112,1916,15,64,490.0,735.0,708.91
52113,2080,15,82,490.0,735.0,612.5
52114,1907,16,424,1.0,2.0,2.0
52115,2122,16,232,1.0,2.0,1.63
52117,1743,16,262,1.0,2.0,2.0
52118,2080,16,420,1.0,2.0,1.5
52119,1810,16,232,1.0,2.0,2.0
52122,1912,17,64,60.0,84.0,84.0
52123,2122,17,240,60.0,84.0,75.58
52124,1825,17,74,60.0,84.0,84.0
52127,2071,17,176,60.0,84.0,73.19
52128,2080,17,174,60.0,84.0,72.0
52129,2123,18,174,86.0,129.0,113.94
52130,1749,18,132,86.0,129.0,105.54
52131,2052,18,210,86.0,129.0,113.94
52132,1759,18,174,86.0,129.0,121.12
52133,2073,18,214,86.0,129.0,111.8
52134,2065,18,142,86.0,129.0,106.36
52137,2160,19,110,150.0,240.0,208.5
52139,2079,19,134,150.0,240.0,208.5
52140,2073,19,100,150.0,240.0,204.0
52141,2158,19,70,150.0,240.0,204.0
52142,1810,19,194,150.0,240.0,240.0
